Title,Release year,Genre,Runtime(min),Rating,Votes
Lyubimetz 13,1958,Comedy,89,8.1,579
Mission London,2010,Comedy,107,7.1,6302
Dvoynikat,1980,Comedy,98,8.4,705
Orkestar bez ime,1981,"Comedy, Drama, Music",112,8.8,2282
Dami kanyat,1980,Comedy,95,7.9,922
Vsichko e lyubov,1979,Drama,102,8.2,670
Lavina,1982,"Adventure, Drama",153,8.1,221
Da obichash na inat,1986,Drama,92,8.6,723
Iztochni piesi,2009,Drama,83,7.1,3173
Zift,2008,"Crime, Drama, Mystery",92,7.2,5364
Love.net,2011,"Drama, Romance",109,7.2,3917
Bash maystorat fermer,1981,Comedy,75,7.8,181
There Was Once a King...,1955,"Comedy, Family, Fantasy",107,8.1,1269
To koritsi me ta mavra,1956,"Drama, Romance",100,7.8,1103
Maksimas Perepelica,1956,Comedy,94,7.6,1099
"Dom, v kotorom ya zhivu",1957,"Drama, Romance, War",100,7.7,440
Drei Männer im Schnee,1955,Comedy,93,7.5,929
La 'Moara cu noroc',1957,"Crime, Drama",110,7.7,535
Hannibál tanár úr,1956,"Comedy, Drama",89,7.6,837
Dobrý voják Svejk,1957,"War, Comedy",108,7.4,1406
Magdanas lurja,1955,Drama,68,7.7,572
Sterne,1959,"War, Drama",91,7.5,457
La banda degli onesti,1956,Comedy,106,7.5,1557
Poslusne hlásím,1958,"Comedy, War",91,7.4,793
The D.I.,1957,Drama,106,7.3,1022
O thisavros tou makariti,1959,Comedy,89,7.5,617
Delo bylo v Penkove,1958,"Drama, Romance",100,7.5,422
Liliomfi,1955,"Comedy, Romance",109,7.5,591
Gražus sūnus,2018,"Biography, Drama",120,7.4,93340
Fantastiniai gyvūnai ir kur juos rasti,2016,"Adventure, Family, Fantasy",132,7.2,499165
Paskutinė naktis Soho rajone,2021,"Drama, Horror, Mystery",116,7.0,168214
Blyškiosios Grįžulo Ratų žvaigždės,1965,"Drama, Mystery",105,7.2,2169
Žmogus iš Rio,1964,"Action, Adventure, Comedy",112,7.0,6048
Apgavikai,1958,Drama,120,7.1,671
Moderato cantabile,1960,Drama,91,6.9,1149
The Brain,1969,"Adventure, Comedy, Crime",115,6.8,4292
Madeline's Madeline,2018,Drama,93,6.3,4037
Directed by John Ford,1971,"Documentary, Biography",99,7.7,1306
Dr Jekyll & Sister Hyde,1971,"Horror, Sci-Fi",97,6.6,3668
Park Row,1952,"Drama, Thriller",83,7.2,1980
La prise de pouvoir par Louis XIV,1966,"Biography, History",90,7.1,1659
Petarda,1996,"Comedy, Crime, Drama",91,6.9,82477
The Big Knife,1955,"Crime, Drama, Film-Noir",111,6.8,4016
Hell's Heroes,1929,Western,68,7.2,903
Hell's Highway,1932,"Action, Crime, Drama",62,6.8,802
Gold Diggers of 1935,1935,"Comedy, Musical, Romance",95,6.9,2913
Redes,1936,Drama,65,6.9,828
Il signor Max,1937,"Comedy, Romance",86,7.0,328
Four Daughters,1938,"Drama, Music, Romance",90,6.9,2145
Idiot's Delight,1939,"Comedy, Drama, Romance",107,6.5,1648
Strange Cargo,1940,"Adventure, Drama, Romance",113,6.9,2934
Manpower,1941,"Comedy, Drama",104,6.6,1683
Blood and Sand,1941,"Drama, Romance, Sport",125,6.8,3072
Jungle Book,1942,"Action, Adventure, Family",108,6.7,4556
The Glass Key,1942,"Crime, Drama, Film-Noir",85,7.0,7259
The Ghost Ship,1943,"Drama, Mystery, Thriller",69,6.6,3741
Destination Tokyo,1943,"Adventure, War",135,7.1,5629
Raudona saule,1971,"Action, Drama, Western",112,6.8,10424
Nicholas and Alexandra,1971,"Biography, Drama, History",183,7.2,5440
Venkovský ucitel,2008,"Drama, Romance",117,6.9,1499
Vratné lahve,2007,"Comedy, Drama",104,7.2,4990
Bad Taste,1987,"Comedy, Horror, Sci-Fi",91,6.5,48682
Dead & Buried,1981,"Horror, Mystery",94,6.5,14534
Una pistola per Ringo,1965,"Comedy, Western",98,6.5,2224
West and Soda,1965,"Animation, Comedy, Western",86,7.0,726
Bandidos,1967,"Drama, Western",95,6.6,1023
Quella sporca storia nel west,1968,"Drama, Western",91,6.5,640
Corri uomo corri,1968,"Adventure, Comedy, Western",101,6.8,1970
I quattro dell'Ave Maria,1968,"Comedy, Western",132,6.5,4700
Un esercito di 5 uomini,1969,"Action, Adventure, Western",105,6.6,1745
E poi lo chiamarono il magnifico,1972,"Action, Comedy, Western",125,6.5,3130
Mannaja,1977,"Action, Drama, Thriller",101,6.6,1929
Majoras Dandis,1965,"Adventure, Drama, War",123,6.7,8691
Tumbleweeds,1925,Western,78,6.5,664
Cat Ballou,1965,Western,97,6.7,15847
Apalosa,2008,"Action, Crime, Drama",115,6.7,63826
Santa Fe Trail,1940,"Drama, War, Western",110,6.2,4079
Paint Your Wagon,1969,"Comedy, Drama, Musical",164,6.6,14543
Run of the Arrow,1957,"Drama, Western",86,6.6,2366
Cowboy,1958,"Drama, Western",92,6.7,3416
Dingusioji,2003,"Adventure, Drama, Thriller",137,6.5,37801
The Ballad of Little Jo,1993,"Drama, Romance, Western",121,6.7,1688
Black,2005,Drama,122,8.1,35741
Vasaros karai,2009,"Animation, Action, Adventure",114,7.4,31347
Man per brangu,2006,"Comedy, Romance",106,7.0,32990
Cha no aji,2004,"Comedy, Fantasy",143,7.6,7063
Meng ying tong nian,2004,Drama,93,7.5,1066
"C'est pas moi, je le jure!",2008,"Comedy, Drama, Family",110,7.4,2379
Karamazovi,2008,Drama,110,7.5,1242
Examen,2003,Drama,90,7.7,691
Iksmenai,2000,"Action, Adventure, Sci-Fi",104,7.3,637648
Iksmenai 2,2003,"Action, Sci-Fi, Thriller",134,7.4,569191
Iksmenai: pirma klasė,2011,"Action, Sci-Fi",131,7.7,715334
Iksmenai: Praėjusios ateities dienos,2014,"Action, Adventure, Sci-Fi",132,7.9,736339
Loganas. Ernis,2017,"Action, Drama, Sci-Fi",137,8.1,812675
Košmarų skersgatvis,2021,"Crime, Drama, Thriller",150,7.0,160248
Drąsiau drąsiau,2021,Drama,109,7.4,37133
Karadjordje,1911,"Biography, Drama, History",80,6.0,225
Tillie's Punctured Romance,1914,Comedy,82,6.2,3667
"20,000 Leagues Under the Sea",1916,"Action, Adventure, Sci-Fi",85,6.1,1944
Cudna devojka,1962,"Drama, Romance",103,7.5,150
Covek iz hrastove sume,1964,"Drama, War",87,7.0,73
Splav meduze,1980,Drama,101,6.8,231
Prekobrojna,1962,Drama,94,7.5,160
Dvoje,1961,"Drama, Romance",88,7.4,211
Slucaj Harms,1987,Drama,93,6.8,136
Kako su se voleli Romeo i Julija?,1966,Romance,100,7.8,88
Tragovi crne devojke,1972,"Drama, Romance",86,7.1,93
Esalon doktora M.,1955,"Drama, War",91,6.9,49
Zuta,1973,Drama,80,7.1,102
Testament,1975,Drama,80,6.2,51
Paviljon VI,1978,Drama,97,7.5,212
Jos ovaj put,1983,"Drama, Thriller",97,7.0,123
"Die Spinnen, 2. Teil - Das Brillantenschiff",1920,Adventure,104,6.1,1058
The Sheik,1921,"Adventure, Drama, Romance",86,6.2,3596
Beyond the Rocks,1922,"Drama, Romance",80,6.7,2383
Grandma's Boy,1922,"Comedy, Family",60,7.0,2000
Wild Oranges,1924,"Drama, Romance",88,6.7,557
The Sea Hawk,1924,"Adventure, Drama, Romance",123,7.1,622
Schatten - Eine nächtliche Halluzination,1923,"Drama, Fantasy, Horror",90,6.6,1097
Præsidenten,1919,Drama,75,6.6,1034
Pikovaya dama,1916,"Drama, Fantasy, Horror",63,6.6,822
Stella Dallas,1925,Drama,110,7.3,415
Lazybones,1925,"Action, Comedy, Drama",85,7.2,566
"Listen, Darling",1938,"Comedy, Drama, Family",75,6.5,849
Flying Down to Rio,1933,"Comedy, Musical, Romance",89,6.6,3928
Carefree,1938,"Comedy, Musical, Romance",83,7.0,4238
Broadway Melody of 1938,1937,"Musical, Romance",110,6.7,1344
Love Finds Andy Hardy,1938,"Comedy, Romance",91,6.7,2007
Intermezzo: A Love Story,1939,"Drama, Romance",70,6.6,2775
Seventh Heaven,1937,"Drama, Romance",102,7.0,992
Five Came Back,1939,"Adventure, Drama, Romance",75,7.1,2327
Born to Dance,1936,"Comedy, Musical, Romance",106,6.7,1879
The Inn of the Sixth Happiness,1958,"Biography, Drama, War",158,7.2,5337
Kaktuso žiedas,1969,"Comedy, Romance",104,7.2,11609
Goodbye Again,1961,"Drama, Romance",120,7.0,3049
Lloyds of London,1936,"Drama, History, Romance",118,6.9,1186
The Adventures of Huckleberry Finn,1939,"Adventure, Drama, Family",91,6.8,1387
Wee Willie Winkie,1937,"Adventure, Family",100,6.9,1901
Mad About Music,1938,"Comedy, Drama, Musical",100,7.1,649
Theodora Goes Wild,1936,"Comedy, Mystery, Romance",94,7.1,2875
Tovarich,1937,Comedy,98,7.1,613
They Made Me a Criminal,1939,"Crime, Drama, Film-Noir",92,6.8,2553
Room Service,1938,Comedy,78,6.6,5453
If I Were King,1938,"Adventure, History",101,7.1,989
Just Around the Corner,1938,"Comedy, Drama, Family",70,6.4,673
Sabata,1969,"Action, Drama, Western",111,6.7,5536
Dviveidis,1997,"Action, Crime, Sci-Fi",138,7.3,394786
You and Me,1938,"Crime, Film-Noir",94,6.9,1568
A Slight Case of Murder,1938,"Comedy, Crime",85,7.0,2523
The Black Room,1935,Horror,68,6.9,2200
Liliom,1934,"Drama, Fantasy",118,6.8,1254
Un carnet de bal,1937,Drama,144,7.4,905
Broadway Bill,1934,"Comedy, Drama",104,6.7,1116
The Mayor of Hell,1933,"Crime, Drama, Romance",90,6.9,1816
Invisible Stripes,1939,"Action, Crime, Drama",81,6.7,1893
Employees' Entrance,1933,"Drama, Romance",75,7.2,1587
"Little Man, What Now?",1934,"Drama, Romance",98,7.2,625
Little Miss Broadway,1938,"Drama, Family, Musical",72,6.5,939
If You Could Only Cook,1935,"Comedy, Romance",72,7.0,1400
Star of Midnight,1935,"Comedy, Mystery, Romance",90,6.7,1703
Lady Killer,1933,"Comedy, Crime, Mystery",76,7.0,1856
Linksmi vyrukai,1934,"Comedy, Musical",96,6.9,1047
The Girl from 10th Avenue,1935,Drama,69,6.7,1420
Impact,1949,"Crime, Drama, Film-Noir",111,7.0,4597
My Reputation,1946,"Drama, Romance",94,6.9,1777
Johnny Eager,1941,"Crime, Film-Noir, Mystery",107,7.0,3377
Come to the Stable,1949,"Comedy, Drama",94,7.1,1549
Cry of the City,1948,"Crime, Drama, Film-Noir",95,7.2,3618
Flamingo Road,1949,"Drama, Film-Noir, Romance",94,7.0,3517
Unconquered,1947,"Adventure, Drama, History",146,6.8,2798
I Walk Alone,1947,"Crime, Drama, Film-Noir",97,7.0,3207
Somewhere in the Night,1946,"Crime, Drama, Film-Noir",110,7.0,3452
The Web,1947,"Crime, Drama, Film-Noir",87,7.1,1426
Night Has a Thousand Eyes,1948,"Crime, Drama, Fantasy",81,7.1,1667
Captain from Castile,1947,"Adventure, Drama",140,6.8,2171
Dragonwyck,1946,"Drama, Mystery, Romance",103,6.9,5300
Across the Pacific,1942,"Action, Adventure, Drama",97,6.8,5371
Passage to Marseille,1944,"Adventure, Drama, Romance",109,6.8,4978
Madame Bovary,1949,"Drama, Romance",114,7.0,2800
Romance on the High Seas,1948,"Comedy, Musical, Mystery",99,7.0,2687
Road House,1948,"Action, Drama, Film-Noir",95,7.2,3068
The Locket,1946,"Crime, Drama, Film-Noir",85,7.1,2946
The Egg and I,1947,"Comedy, Romance",108,6.9,3015
Possessed,1947,"Crime, Drama, Film-Noir",108,7.1,5801
Adventures of Don Juan,1948,"Action, Adventure, Romance",110,7.0,3453
Enchantment,1948,"Drama, Romance",100,7.2,1376
Reign of Terror,1949,"History, Romance, Thriller",89,6.9,2070
Deception,1946,"Drama, Film-Noir, Music",115,7.0,4050
Stranger on the Third Floor,1940,"Crime, Drama, Film-Noir",64,6.8,4534
Cloak and Dagger,1946,"Adventure, Film-Noir, Romance",106,6.6,3351
"Objective, Burma!",1945,"Action, Adventure, Drama",142,7.3,5430
Rhapsody in Blue,1945,"Biography, Drama, Musical",135,7.0,1749
'Northwest Passage' (Book I -- Rogers' Rangers),1940,"Adventure, Drama, History",126,7.0,3793
Strike Up the Band,1940,"Comedy, Musical, Romance",120,6.8,1904
The Doctor and the Girl,1949,"Drama, Romance",98,6.9,490
The Stratton Story,1949,"Biography, Drama, Romance",106,7.1,3284
The First of the Few,1942,"Adventure, Biography, Drama",118,7.0,2074
Son of Fury: The Story of Benjamin Blake,1942,"Drama, Romance",98,7.1,1801
Major Barbara,1941,Comedy,131,6.8,1483
Framed,1947,"Crime, Drama, Film-Noir",82,6.9,2202
The Return of Frank James,1940,"Drama, Western",92,6.6,3613
Mr. Lucky,1943,"Comedy, Crime, Romance",100,7.1,3465
Road to Utopia,1945,"Adventure, Comedy, Family",90,7.1,3692
Sister Kenny,1946,"Biography, Drama",116,7.2,1238
The October Man,1947,"Crime, Mystery",95,7.0,1465
Without Love,1945,"Comedy, Romance",111,6.6,2673
"H.M. Pulham, Esq.",1941,"Drama, Romance",120,6.9,1414
Buck Privates,1941,"Comedy, Musical, War",84,7.0,4674
Nuostabus sekmadienis,1947,"Drama, Romance",108,7.2,3572
The Conspirators,1944,"Drama, Romance, Thriller",101,6.5,1551
The Naughty Nineties,1945,Comedy,76,7.0,2130
The White Cliffs of Dover,1944,"Drama, Romance, War",126,7.0,1788
The House of the Seven Gables,1940,"Drama, Thriller",89,7.0,1472
The Fallen Sparrow,1943,"Film-Noir, Mystery",94,6.6,1941
The Bride Came C.O.D.,1941,"Comedy, Romance",92,6.9,3653
The Man from Colorado,1948,"Romance, Western",100,6.6,1923
Johnny Apollo,1940,"Crime, Drama, Film-Noir",94,6.9,1457
Nora Prentiss,1947,"Drama, Film-Noir",111,7.1,1969
Ladies in Retirement,1941,"Crime, Drama, Film-Noir",91,7.1,1754
The Hard Way,1943,"Drama, Musical, Romance",109,7.1,1440
Thrill of a Romance,1945,"Comedy, Musical, Romance",105,6.5,893
Perfect Strangers,1945,"Drama, Romance",102,7.1,1470
Million Dollar Mermaid,1952,"Biography, Drama, Musical",115,6.5,1761
Andy Hardy's Double Life,1942,"Comedy, Family, Romance",92,6.5,618
Neptune's Daughter,1949,"Comedy, Musical, Romance",95,6.3,1710
My Sister Eileen,1942,Comedy,96,7.0,1692
Ivy,1947,"Crime, Drama, Thriller",99,7.1,1085
A Stranger in Town,1943,"Comedy, Drama, Romance",67,7.1,988
The Street with No Name,1948,"Action, Crime, Drama",91,7.0,3277
La bataille du rail,1946,"Drama, War",85,7.0,1188
The Adventures of Mark Twain,1944,"Adventure, Biography, Drama",130,7.1,1349
Men of Boys Town,1941,Drama,106,6.6,1212
Holy Matrimony,1943,"Comedy, Drama",87,7.2,882
El gran calavera,1949,Comedy,92,7.1,1384
Journey for Margaret,1942,"Drama, Romance, War",81,7.2,952
Kid Glove Killer,1942,"Crime, Drama, Film-Noir",74,6.8,1136
Love Letters,1945,"Drama, Mystery, Romance",101,7.0,1699
"Edison, the Man",1940,"Biography, Drama",107,7.0,1752
None Shall Escape,1944,"Drama, War",85,7.0,956
Border Incident,1949,"Crime, Drama, Film-Noir",94,7.0,2683
The Adventures of Tartu,1943,"Drama, Romance, Thriller",103,6.9,1086
The Rocking Horse Winner,1949,"Drama, Fantasy",91,7.3,1325
La torre de los siete jorobados,1944,"Comedy, Fantasy, Horror",85,6.9,849
Les maudits,1947,"Adventure, Drama, Thriller",105,7.1,1106
High Wall,1947,"Crime, Drama, Film-Noir",99,6.9,1913
Monsieur Vincent,1947,"Biography, Drama, History",111,7.0,966
Nothing but the Truth,1941,"Action, Comedy, Romance",90,7.1,947
Escape,1940,"Crime, Drama, Mystery",104,7.0,1066
Uncertain Glory,1944,"Crime, Drama, Romance",102,7.1,1473
Remorques,1941,"Action, Drama, Romance",91,7.2,1535
Le silence est d'or,1947,"Comedy, Drama, Romance",100,7.1,577
Home Before Dark,1958,Drama,136,7.0,1222
All Mine to Give,1957,"Drama, Family, Romance",103,7.1,1507
Sissi,1955,"Comedy, Drama, History",102,7.0,9725
The Robe,1953,"Drama, History, Romance",135,6.7,11299
Damn Yankees,1958,"Comedy, Musical, Romance",111,7.0,3352
Journey to the Center of the Earth,1959,"Adventure, Family, Fantasy",129,7.0,19138
South Pacific,1958,"Musical, Romance, War",157,6.8,9529
On the Beach,1959,"Drama, Romance, Sci-Fi",134,7.1,14191
Calamity Jane,1953,"Musical, Romance, Western",101,7.2,10623
The Flame and the Arrow,1950,"Adventure, Drama, Romance",88,6.8,4162
Jailhouse Rock,1957,"Drama, Music, Musical",96,6.5,9674
1984,1956,"Drama, Sci-Fi",90,6.9,4086
Thunder Road,1958,"Crime, Drama, Film-Noir",92,6.6,4470
The Lemon Drop Kid,1951,"Comedy, Crime, Music",91,7.0,2187
The Admirable Crichton,1957,"Adventure, Comedy, Romance",94,7.1,1872
Jubal,1956,"Drama, Romance, Western",100,7.1,4284
Ivanhoe,1952,"Adventure, Drama, Romance",106,6.7,10029
Laughter in Paradise,1951,Comedy,93,7.1,2026
Land of the Pharaohs,1955,"Adventure, Drama, History",106,6.6,4594
Pal Joey,1957,"Drama, Musical, Romance",111,6.6,5748
The Sniper,1952,"Crime, Drama, Film-Noir",88,7.1,3649
King Creole,1958,"Crime, Drama, Musical",116,7.0,6271
Porgy and Bess,1959,"Drama, Musical, Romance",138,7.0,1867
Ulisse,1954,"Adventure, Fantasy",117,6.6,4534
The Lineup,1958,"Crime, Drama, Film-Noir",86,7.3,4283
Show Boat,1951,"Drama, Family, Musical",108,6.9,5321
Captain Horatio Hornblower R.N.,1951,"Action, Adventure, Drama",117,7.3,7360
Cast a Dark Shadow,1955,"Crime, Film-Noir, Thriller",82,7.0,2967
The Brothers Karamazov,1958,"Drama, Romance",145,6.7,3018
Affair in Trinidad,1952,"Crime, Drama, Film-Noir",98,6.6,2984
Davy Crockett: King of the Wild Frontier,1955,"Adventure, Drama, Family",93,6.9,4738
A Man Called Peter,1955,"Biography, Drama, Family",119,7.1,1111
The Five Pennies,1959,"Biography, Drama, Music",117,7.1,2086
Hell Drivers,1957,"Crime, Drama, Film-Noir",108,7.2,3940
Not as a Stranger,1955,"Drama, Film-Noir, Romance",135,6.7,2465
A Kiss Before Dying,1956,"Crime, Film-Noir, Mystery",94,6.7,4244
The Blue Gardenia,1953,"Crime, Drama, Film-Noir",85,6.9,6054
Trapeze,1956,"Drama, Romance",105,6.8,5133
Suddenly,1954,"Crime, Drama, Film-Noir",77,6.8,7199
The Man Between,1953,"Crime, Drama, Film-Noir",100,7.0,2422
Li'l Abner,1959,"Comedy, Musical, Family",114,6.7,1461
Rawhide,1951,"Drama, Romance, Western",89,7.1,3072
His Kind of Woman,1951,"Action, Crime, Film-Noir",120,7.0,4822
North West Frontier,1959,"Adventure, Drama",129,7.1,2960
The Tall Men,1955,Western,122,6.7,3093
Tammy and the Bachelor,1957,"Comedy, Romance",89,6.9,2598
The Devil's Disciple,1959,"Comedy, History, Romance",83,7.0,2760
The Rainmaker,1956,"Romance, Western",121,6.9,4223
The Story of Robin Hood and His Merrie Men,1952,"Action, Adventure, Family",84,6.6,2242
No Highway in the Sky,1951,"Drama, Thriller",99,7.1,4305
A Hatful of Rain,1957,Drama,109,7.2,1467
Pushover,1954,"Crime, Drama, Film-Noir",88,7.1,3755
Gunsmoke,1953,Western,79,6.6,1287
On Moonlight Bay,1951,"Comedy, Family, Musical",95,6.9,3009
Another Man's Poison,1951,"Crime, Drama, Film-Noir",90,6.8,3275
The Proud Rebel,1958,"Drama, Western",103,6.9,2177
Dark City,1950,"Crime, Drama, Film-Noir",98,6.7,2624
My Cousin Rachel,1952,"Drama, Mystery, Romance",98,7.0,3314
Diunkerkas,1958,"Action, Drama, History",135,7.1,3451
The Sheepman,1958,Western,85,6.8,2935
Angels in the Outfield,1951,"Comedy, Family, Fantasy",99,7.1,2898
I'll Cry Tomorrow,1955,"Biography, Drama, Music",117,7.2,2418
By the Light of the Silvery Moon,1953,"Comedy, Family, Musical",101,7.0,2435
Look Back in Anger,1959,Drama,98,7.0,4288
Run for Cover,1955,"Drama, Western",93,6.7,1759
The Prisoner of Zenda,1952,"Adventure, Mystery, Romance",96,6.9,3932
"Das singende, klingende Bäumchen",1957,"Adventure, Family, Fantasy",74,7.0,938
Town Without Pity,1961,"Crime, Drama",105,7.2,1954
The Glass Menagerie,1950,Drama,107,7.1,1261
Karo furgonas,1967,"Drama, Western",101,6.8,10612
Man Without a Star,1955,Western,89,6.8,3851
The List of Adrian Messenger,1963,"Mystery, Thriller",98,6.8,5667
Ar dega Paryžius?,1966,"Drama, History, War",175,6.8,5111
The Left Hand of God,1955,Drama,87,6.4,2863
Night Passage,1957,"Action, Adventure, Drama",90,6.6,4458
Ride Clear of Diablo,1954,Western,81,6.8,1424
Three Little Words,1950,"Biography, Comedy, Musical",102,6.9,1978
Shield for Murder,1954,"Crime, Drama, Film-Noir",82,6.8,1659
Komivojažieriaus mirtis,1951,Drama,115,7.2,1158
The Fastest Gun Alive,1956,Western,89,7.1,3484
Harriet Craig,1950,Drama,94,7.3,2290
Pat and Mike,1952,"Comedy, Romance, Sport",95,6.9,6073
Pork Chop Hill,1959,"Drama, War",97,7.0,5168
The Wreck of the Mary Deare,1959,"Adventure, Crime, Drama",105,6.7,2891
The Horse's Mouth,1958,Comedy,97,7.0,3793
Third Man on the Mountain,1959,"Adventure, Drama, Family",107,7.0,1195
King Solomon's Mines,1950,"Action, Adventure, Romance",103,6.7,6818
Storm Warning,1950,"Crime, Drama, Film-Noir",93,7.2,2594
Namas prie kelio,1989,"Action, Thriller",114,6.7,83314
Dideli nemalonumai Mažojoje Kinijoje,1986,"Action, Adventure, Comedy",99,7.2,150899
Žmogus iš Kapucinų bulvaro,1987,"Comedy, Musical, Romance",98,7.6,3494
Šenandoa,1965,"Drama, War, Western",105,7.3,9485
... continuavano a chiamarlo Trinità,1971,"Comedy, Western",117,7.2,17086
The Trap,1966,"Adventure, Drama, Romance",106,7.1,2259
7 Faces of Dr. Lao,1964,"Fantasy, Mystery, Western",100,7.1,5289
Istatymo sergetojas,1971,"Adventure, Drama, Western",99,7.0,5623
The Proud Ones,1956,Western,94,6.9,1570
Chisum,1970,"Biography, Drama, Western",111,6.8,10714
Velnio nuotaka,1974,"Music, Musical",78,8.3,835
O scrisoare pierduta,1954,Comedy,135,8.4,347
Velikiy voin Albanii Skanderbeg,1953,"Action, Drama, History",95,7.7,765
Enas iros me padoufles,1958,Drama,98,7.8,537
Körhinta,1956,"Romance, Drama",95,7.7,1645
"Totò, Peppino e la... malafemmina",1956,"Comedy, Musical, Romance",106,7.7,2000
Pod igoto,1952,Drama,118,8.3,373
"Me, bebia, Iliko da Ilarioni",1962,"Comedy, Romance",90,8.5,1088
Polytehnitis kai erimospitis,1963,Comedy,80,8.2,1202
"Voitheia o Vengos, faneros praktor '000'",1967,Comedy,89,8.2,1426
Alloimono stous neous,1961,"Drama, Fantasy, Romance",87,8.1,1387
Spetzialist po vsichko,1962,Comedy,88,8.3,373
Svetáci,1969,Comedy,98,7.9,648
Respublika ShKID,1966,"Comedy, Drama, Family",100,7.8,1136
Serioža,1960,"Comedy, Drama",80,7.7,702
Hideg napok,1966,Drama,96,7.8,501
"Staraya, staraya skazka",1968,"Family, Fantasy",90,7.6,478
Zhivye i myortvye,1964,"Drama, War",201,7.6,408
Zatôichi chikemuri kaidô,1967,"Drama, Adventure, Action",87,7.5,1468
